key_0,cust_number,Notes,buisness_year,total_open_amount,due_term,baseline_create_date_day,due_in_date_day,baseline_create_date_month,due_in_date_month,due_in_date_year,document_create_date.1_day,document_create_date.1_month,document_create_date.1_year,business_code_enc,cust_payment_terms_enc,document_type_enc,Predicted_delay,due_in_date,predicted_payment_date,BUCKET_DAYS,bucket_id,name_customer,invoice_id
7461,200793568,Lorem,2020,109393.09,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,SUPE foundation,1930684842.0
7462,200744019,Lorem,2020,33271.07,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,TARG corp,1930709579.0
7463,200769623,Lorem,2020,60863.68,15,23,8,4,5,2020,23,4,2020,1,28,0,1,2020-05-08,2020-05-09,(0-15) Days,1,WAL-MAR ,1930818480.0
7464,200712187,Lorem,2020,61601.15,15,1,16,4,4,2020,1,4,2020,1,15,0,1,2020-04-16,2020-04-17,(0-15) Days,1,SPAR co,1930723529.0
7465,200769623,Lorem,2020,35954.58,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR systems,1930713422.0
7466,200353024,Lorem,2020,1647.34,23,16,9,4,5,2020,23,4,2020,1,32,0,1,2020-05-09,2020-05-10,(0-15) Days,1,DECA corporation,1930817478.0
7467,200782669,Lorem,2020,27168.0,32,16,18,4,5,2020,16,4,2020,1,10,0,1,2020-05-18,2020-05-19,(0-15) Days,1,SYGMA co,1930793317.0
7468,200762301,Lorem,2020,65308.19,15,16,31,3,3,2020,16,3,2020,1,20,0,1,2020-03-31,2020-04-01,(0-15) Days,1,C&S WH llc,1930654733.0
7469,200769623,Lorem,2020,46360.71,15,16,31,3,3,2020,16,3,2020,1,28,0,1,2020-03-31,2020-04-01,(0-15) Days,1,WAL-MAR llc,1930653449.0
7470,200769623,Lorem,2020,6532.6,15,4,19,4,4,2020,4,4,2020,1,28,0,1,2020-04-19,2020-04-20,(0-15) Days,1,WAL-MAR llc,1930740858.0
7471,200769623,Lorem,2020,2685.78,15,23,7,3,4,2020,23,3,2020,1,28,0,1,2020-04-07,2020-04-08,(0-15) Days,1,WAL-MAR us,1930685136.0
7472,200769623,Lorem,2020,21243.13,15,3,18,5,5,2020,3,5,2020,1,28,0,1,2020-05-18,2020-05-19,(0-15) Days,1,WAL-MAR us,1930854426.0
7473,200769623,Lorem,2020,1898.2,15,24,8,3,4,2020,24,3,2020,1,28,0,1,2020-04-08,2020-04-09,(0-15) Days,1,WAL-MAR associates,1930686490.0
7474,200769623,Lorem,2020,2373.96,15,28,14,2,3,2020,28,2,2020,1,28,0,1,2020-03-14,2020-03-15,(0-15) Days,1,WAL-MAR us,1930583164.0
7475,200920735,Lorem,2020,54825.62,15,28,13,4,5,2020,28,4,2020,1,15,0,1,2020-05-13,2020-05-14,(0-15) Days,1,ALBERT llc,1930832216.0
7476,200458131,Lorem,2020,4084.25,15,6,21,3,3,2020,6,3,2020,1,15,0,1,2020-03-21,2020-03-22,(0-15) Days,1,TIMES ,1930582071.0
7477,200772595,Lorem,2020,40037.41,15,15,30,4,4,2020,15,4,2020,1,15,0,1,2020-04-30,2020-05-01,(0-15) Days,1,SAFEW co,1930791316.0
7478,200769623,Lorem,2020,55907.71,15,13,28,3,3,2020,13,3,2020,1,28,0,1,2020-03-28,2020-03-29,(0-15) Days,1,WAL-MAR us,1930637235.0
7479,200769623,Lorem,2020,15699.11,15,5,20,3,3,2020,5,3,2020,1,28,0,1,2020-03-20,2020-03-21,(0-15) Days,1,WAL-MAR trust,1930605779.0
7480,200920735,Lorem,2020,135976.56,15,4,19,4,4,2020,4,4,2020,1,15,0,1,2020-04-19,2020-04-20,(0-15) Days,1,ALBERT co,1930740107.0
7481,200772670,Lorem,2020,492.12,15,18,2,3,4,2020,18,3,2020,1,33,0,1,2020-04-02,2020-04-03,(0-15) Days,1,ASSOCIAT associates,1930666980.0
7482,200792293,Lorem,2020,9864.66,15,26,11,4,5,2020,26,4,2020,1,15,0,1,2020-05-11,2020-05-12,(0-15) Days,1,UNIFIE corporation,1930825672.0
7483,200769623,Lorem,2020,3227.43,15,8,23,3,3,2020,8,3,2020,1,28,0,1,2020-03-23,2020-03-24,(0-15) Days,1,WAL-MAR corp,1930622009.0
7484,200769623,Lorem,2020,21397.07,15,8,23,3,3,2020,8,3,2020,1,28,0,1,2020-03-23,2020-03-24,(0-15) Days,1,WAL-MAR systems,1930611714.0
7485,200759878,Lorem,2020,29153.33,15,22,6,3,4,2020,22,3,2020,1,28,0,1,2020-04-06,2020-04-07,(0-15) Days,1,SA us,1930675603.0
7486,200726979,Lorem,2020,252.88,15,1,16,3,3,2020,1,3,2020,1,15,0,1,2020-03-16,2020-03-17,(0-15) Days,1,BJ'S  systems,1930592643.0
7487,200759878,Lorem,2020,3004.03,15,31,15,3,4,2020,31,3,2020,1,28,0,1,2020-04-15,2020-04-16,(0-15) Days,1,SA ,1930726733.0
7488,200705089,Lorem,2020,5182.85,15,3,18,3,3,2020,3,3,2020,1,15,0,1,2020-03-18,2020-03-19,(0-15) Days,1,JETR in,1930597252.0
7489,200769623,Lorem,2020,1005.06,15,21,5,3,4,2020,21,3,2020,1,28,0,1,2020-04-05,2020-04-06,(0-15) Days,1,WAL-MAR associates,1930670194.0
7490,200353024,Lorem,2020,443.28,23,16,8,3,4,2020,24,3,2020,1,32,0,1,2020-04-08,2020-04-09,(0-15) Days,1,DECA corp,1930689236.0
7491,200794332,Lorem,2020,38868.32,15,9,24,4,4,2020,9,4,2020,1,17,0,1,2020-04-24,2020-04-25,(0-15) Days,1,COST corp,1930769529.0
7492,200721530,Lorem,2020,112966.63,15,5,20,4,4,2020,5,4,2020,1,15,0,1,2020-04-20,2020-04-21,(0-15) Days,1,REDNE systems,1930750178.0
7493,200769623,Lorem,2020,64979.61,15,23,8,4,5,2020,23,4,2020,1,28,0,1,2020-05-08,2020-05-09,(0-15) Days,1,WAL-MAR corp,1930815417.0
7494,200769623,Lorem,2020,8419.42,15,12,27,4,4,2020,12,4,2020,1,28,0,1,2020-04-27,2020-04-28,(0-15) Days,1,WAL-MAR in,1930777410.0
7495,200749782,Lorem,2020,123185.62,15,5,20,3,3,2020,5,3,2020,1,15,0,1,2020-03-20,2020-03-21,(0-15) Days,1,KROG associates,1930599790.0
7496,200724432,Lorem,2020,20361.53,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,PERFOR llc,1930673516.0
7497,200762301,Lorem,2020,133707.42,15,16,31,3,3,2020,16,3,2020,1,20,0,1,2020-03-31,2020-04-01,(0-15) Days,1,C&S WH in,1930656050.0
7498,200707005,Lorem,2020,109278.07,15,1,16,5,5,2020,1,5,2020,1,15,0,1,2020-05-16,2020-05-17,(0-15) Days,1,KING S us,1930838050.0
7499,200769623,Lorem,2020,48012.62,15,6,21,4,4,2020,6,4,2020,1,28,0,1,2020-04-21,2020-04-22,(0-15) Days,1,WAL-MAR corporation,1930751645.0
7500,200769623,Lorem,2020,9329.9,15,12,27,3,3,2020,12,3,2020,1,28,0,1,2020-03-27,2020-03-28,(0-15) Days,1,WAL-MAR associates,1930637247.0
7501,200783734,Lorem,2020,87632.59,15,7,22,5,5,2020,7,5,2020,1,15,0,1,2020-05-22,2020-05-23,(0-15) Days,1,FAREW ,1930877762.0
7502,200769623,Lorem,2020,3044.48,15,1,16,5,5,2020,1,5,2020,1,28,0,1,2020-05-16,2020-05-17,(0-15) Days,1,WAL-MAR associates,1930843692.0
7503,200707822,Lorem,2020,25275.69,15,13,28,3,3,2020,13,3,2020,1,15,0,1,2020-03-28,2020-03-29,(0-15) Days,1,PUBLI co,1930650511.0
7504,200726979,Lorem,2020,265.4,15,12,27,3,3,2020,12,3,2020,1,15,0,1,2020-03-27,2020-03-28,(0-15) Days,1,BJ'S  systems,1930643066.0
7505,200707822,Lorem,2020,60621.57,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,PUBLI foundation,1930715070.0
7506,13,Lorem,2020,12297.6,0,27,27,2,2,2020,27,2,2020,1,43,0,11,2020-02-27,2020-03-09,(0-15) Days,1,KRAFT F ,1930577355.0
7507,200726979,Lorem,2020,165.9,15,15,30,3,3,2020,15,3,2020,1,15,0,1,2020-03-30,2020-03-31,(0-15) Days,1,BJ'S  associates,1930654496.0
7508,200501669,Lorem,2020,6868.8,35,8,13,4,5,2020,8,4,2020,2,26,0,1,2020-05-13,2020-05-14,(0-15) Days,1,WAL MA co,1990571562.0
7509,200769623,Lorem,2020,1420.43,15,28,14,2,3,2020,28,2,2020,1,28,0,1,2020-03-14,2020-03-15,(0-15) Days,1,WAL-MAR co,1930572044.0
7510,200771157,Lorem,2020,94373.45,15,20,5,4,5,2020,20,4,2020,1,15,0,1,2020-05-05,2020-05-06,(0-15) Days,1,WEIS ,1930803163.0
7511,200769623,Lorem,2020,1355.28,15,19,3,3,4,2020,19,3,2020,1,28,0,1,2020-04-03,2020-04-04,(0-15) Days,1,WAL-MAR associates,1930649258.0
7512,200769623,Lorem,2020,59385.44,15,9,24,4,4,2020,9,4,2020,1,28,0,1,2020-04-24,2020-04-25,(0-15) Days,1,WAL-MAR ,1930760983.0
7513,200644313,Lorem,2020,4851.25,10,25,4,3,4,2020,25,3,2020,1,8,0,1,2020-04-04,2020-04-05,(0-15) Days,1,DAVISCO llc,1930701003.0
7514,200779906,Lorem,2020,52503.28,15,29,15,2,3,2020,29,2,2020,1,15,0,1,2020-03-15,2020-03-16,(0-15) Days,1,BOZZU ,1930582627.0
7515,200769623,Lorem,2020,24086.74,15,31,15,3,4,2020,31,3,2020,1,28,0,1,2020-04-15,2020-04-16,(0-15) Days,1,WAL-MAR in,1930724244.0
7516,13,Lorem,2020,17298.18,0,18,18,3,3,2020,18,3,2020,1,43,0,11,2020-03-18,2020-03-29,(0-15) Days,1,KRAFT F llc,1930666955.0
7517,200974851,Lorem,2020,2530.33,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,RESTA associates,1930719860.0
7518,200769623,Lorem,2020,41231.6,15,11,26,5,5,2020,11,5,2020,1,28,0,1,2020-05-26,2020-05-27,(0-15) Days,1,WAL-MAR llc,1930886714.0
7519,200762301,Lorem,2020,32045.32,15,16,31,3,3,2020,16,3,2020,1,20,0,1,2020-03-31,2020-04-01,(0-15) Days,1,C&S WH systems,1930653446.0
7520,200777735,Lorem,2020,13357.64,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,NASH  co,1930866281.0
7521,200780383,Lorem,2020,24187.57,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,MEIJ trust,1930690458.0
7522,200794332,Lorem,2020,8793.09,15,23,8,4,5,2020,23,4,2020,1,17,0,1,2020-05-08,2020-05-09,(0-15) Days,1,COST corp,1930810099.0
7523,200803720,Lorem,2020,1257.58,23,16,8,3,4,2020,24,3,2020,1,32,0,1,2020-04-08,2020-04-09,(0-15) Days,1,DEC systems,1930691765.0
7524,200761734,Lorem,2020,16171.34,15,21,5,3,4,2020,21,3,2020,1,15,0,1,2020-04-05,2020-04-06,(0-15) Days,1,H E BUT corporation,1930666870.0
7525,200769623,Lorem,2020,20244.82,15,5,20,5,5,2020,5,5,2020,1,28,0,1,2020-05-20,2020-05-21,(0-15) Days,1,WAL-MAR corporation,1930859976.0
7526,200744019,Lorem,2020,13479.48,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,TARG foundation,1930689490.0
7527,200743129,Lorem,2020,57552.13,15,17,2,4,5,2020,17,4,2020,1,15,0,1,2020-05-02,2020-05-03,(0-15) Days,1,BROOKS systems,1930797936.0
7528,200726979,Lorem,2020,143225.57,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,BJ'S  llc,1930826998.0
7529,200592182,Lorem,2020,81.0,23,1,24,3,3,2020,10,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DECA systems,1930627694.0
7530,200780383,Lorem,2020,123889.48,15,1,16,3,3,2020,1,3,2020,1,15,0,1,2020-03-16,2020-03-17,(0-15) Days,1,MEIJ in,1930584064.0
7531,200756072,Lorem,2020,19534.83,15,6,21,3,3,2020,6,3,2020,1,15,0,1,2020-03-21,2020-03-22,(0-15) Days,1,REINHA in,1930577917.0
7532,200743996,Lorem,2020,39164.01,15,7,22,4,4,2020,7,4,2020,1,15,0,1,2020-04-22,2020-04-23,(0-15) Days,1,STATER  corporation,1930751025.0
7533,100035709,Lorem,2020,12268.48,30,24,23,3,4,2020,24,3,2020,1,24,0,1,2020-04-23,2020-04-24,(0-15) Days,1,PACI ,1930688176.0
7534,200769623,Lorem,2020,17242.71,15,10,25,3,3,2020,10,3,2020,1,28,0,1,2020-03-25,2020-03-26,(0-15) Days,1,WAL-MAR associates,1930622682.0
7535,200762301,Lorem,2020,42584.24,15,2,17,4,4,2020,2,4,2020,1,20,0,1,2020-04-17,2020-04-18,(0-15) Days,1,C&S WH llc,1930732527.0
7536,200799342,Lorem,2020,16264.34,65,14,18,4,6,2020,14,4,2020,1,27,0,-21,2020-06-18,2020-05-28,(< 0) Days,0,MITCH llc,1930787744.0
7537,200750051,Lorem,2020,1281.15,15,11,26,4,4,2020,11,4,2020,1,15,0,1,2020-04-26,2020-04-27,(0-15) Days,1,ALBER associates,1930777623.0
7538,200747369,Lorem,2020,102531.01,15,12,27,4,4,2020,12,4,2020,1,15,0,1,2020-04-27,2020-04-28,(0-15) Days,1,SCHNU foundation,1930775166.0
7539,100044010,Lorem,2020,46490.22,32,9,11,4,5,2020,9,4,2020,1,10,0,1,2020-05-11,2020-05-12,(0-15) Days,1,LAND foundation,1930764906.0
7540,200769623,Lorem,2020,36267.48,15,8,23,3,3,2020,8,3,2020,1,28,0,1,2020-03-23,2020-03-24,(0-15) Days,1,WAL-MAR corp,1930622843.0
7541,200769623,Lorem,2020,53344.08,15,29,15,2,3,2020,29,2,2020,1,28,0,1,2020-03-15,2020-03-16,(0-15) Days,1,WAL-MAR trust,1930583249.0
7542,200769623,Lorem,2020,899.2,15,12,27,3,3,2020,12,3,2020,1,28,0,1,2020-03-27,2020-03-28,(0-15) Days,1,WAL-MAR systems,1930646064.0
7543,200769623,Lorem,2020,6532.6,15,20,4,3,4,2020,20,3,2020,1,28,0,1,2020-04-04,2020-04-05,(0-15) Days,1,WAL-MAR foundation,1930675725.0
7544,200772595,Lorem,2020,12529.53,65,11,15,3,5,2020,11,3,2020,1,27,0,-21,2020-05-15,2020-04-24,(< 0) Days,0,SAFEW in,1930625323.0
7545,200769623,Lorem,2020,1898.9,15,15,30,3,3,2020,15,3,2020,1,28,0,1,2020-03-30,2020-03-31,(0-15) Days,1,WAL-MAR corporation,1930652568.0
7546,200705372,Lorem,2020,83378.29,15,1,16,3,3,2020,1,3,2020,1,15,0,1,2020-03-16,2020-03-17,(0-15) Days,1,FR systems,1930580660.0
7547,200772670,Lorem,2020,15565.8,15,13,28,3,3,2020,13,3,2020,1,33,0,1,2020-03-28,2020-03-29,(0-15) Days,1,ASSOCIAT foundation,1930651316.0
7548,200769623,Lorem,2020,4661.79,15,7,22,4,4,2020,7,4,2020,1,28,0,1,2020-04-22,2020-04-23,(0-15) Days,1,WAL-MAR corp,1930759226.0
7549,200744019,Lorem,2020,4293.12,15,4,19,4,4,2020,4,4,2020,1,15,0,1,2020-04-19,2020-04-20,(0-15) Days,1,TARG us,1930743091.0
7550,200769623,Lorem,2020,47691.58,15,7,22,3,3,2020,7,3,2020,1,28,0,1,2020-03-22,2020-03-23,(0-15) Days,1,WAL-MAR llc,1930617592.0
7551,200769623,Lorem,2020,3796.4,15,30,15,4,5,2020,30,4,2020,1,28,0,1,2020-05-15,2020-05-16,(0-15) Days,1,WAL-MAR corp,1930842511.0
7552,200772670,Lorem,2020,65913.83,15,28,12,3,4,2020,28,3,2020,1,33,0,1,2020-04-12,2020-04-13,(0-15) Days,1,ASSOCIAT us,1930705673.0
7553,200706844,Lorem,2020,16517.15,15,28,13,4,5,2020,28,4,2020,1,15,0,1,2020-05-13,2020-05-14,(0-15) Days,1,WINC us,1930837855.0
7554,200772670,Lorem,2020,15721.16,15,5,20,3,3,2020,5,3,2020,1,33,0,1,2020-03-20,2020-03-21,(0-15) Days,1,ASSOCIAT corporation,1930589892.0
7555,200481695,Lorem,2020,12606.5,30,27,26,3,4,2020,27,3,2020,1,24,0,1,2020-04-26,2020-04-27,(0-15) Days,1,FAR W ,1930713354.0
7556,200769623,Lorem,2020,661.11,15,3,18,5,5,2020,3,5,2020,1,28,0,1,2020-05-18,2020-05-19,(0-15) Days,1,WAL-MAR llc,1930852438.0
7557,200769623,Lorem,2020,45833.01,15,8,23,5,5,2020,8,5,2020,1,28,0,1,2020-05-23,2020-05-24,(0-15) Days,1,WAL-MAR foundation,1930885966.0
7558,200780383,Lorem,2020,30839.56,15,30,15,4,5,2020,30,4,2020,1,15,0,1,2020-05-15,2020-05-16,(0-15) Days,1,MEIJ in,1930843282.0
7559,200769623,Lorem,2020,2488.96,15,27,12,4,5,2020,27,4,2020,1,28,0,1,2020-05-12,2020-05-13,(0-15) Days,1,WAL-MAR us,1930828775.0
7560,200769623,Lorem,2020,84761.47,15,5,20,3,3,2020,5,3,2020,1,28,0,1,2020-03-20,2020-03-21,(0-15) Days,1,WAL-MAR trust,1930601532.0
7561,200705742,Lorem,2020,21812.33,15,12,27,3,3,2020,12,3,2020,1,15,0,1,2020-03-27,2020-03-28,(0-15) Days,1,DOT systems,1930643507.0
7562,200744019,Lorem,2020,16323.37,15,29,13,3,4,2020,29,3,2020,1,15,0,1,2020-04-13,2020-04-14,(0-15) Days,1,TARG in,1930715435.0
7563,200761734,Lorem,2020,151732.02,15,15,30,4,4,2020,15,4,2020,1,15,0,1,2020-04-30,2020-05-01,(0-15) Days,1,H E BUT co,1930783287.0
7564,200704858,Lorem,2020,7495.7,15,2,17,4,4,2020,2,4,2020,1,15,0,1,2020-04-17,2020-04-18,(0-15) Days,1,WAKE corp,1930731380.0
7565,200780383,Lorem,2020,462.82,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,MEIJ corporation,1930824692.0
7566,200706844,Lorem,2020,78919.74,15,18,2,3,4,2020,18,3,2020,1,15,0,1,2020-04-02,2020-04-03,(0-15) Days,1,WINC corp,1930716279.0
7567,200416837,Lorem,2020,21036.97,10,1,11,4,4,2020,6,4,2020,1,30,0,1,2020-04-11,2020-04-12,(0-15) Days,1,DEC llc,1930753852.0
7568,200769623,Lorem,2020,1356.36,15,29,14,4,5,2020,29,4,2020,1,28,0,1,2020-05-14,2020-05-15,(0-15) Days,1,WAL-MAR llc,1930842259.0
7569,13,Lorem,2020,14347.2,0,12,12,3,3,2020,12,3,2020,1,43,0,11,2020-03-12,2020-03-23,(0-15) Days,1,KRAFT F corporation,1930645312.0
7570,200726979,Lorem,2020,84791.82,15,31,15,3,4,2020,31,3,2020,1,15,0,1,2020-04-15,2020-04-16,(0-15) Days,1,BJ'S  ,1930723918.0
7571,200763814,Lorem,2020,1747.82,32,12,13,3,4,2020,12,3,2020,1,10,0,1,2020-04-13,2020-04-14,(0-15) Days,1,SYSCO F corp,1930643593.0
7572,200772670,Lorem,2020,144632.92,15,6,21,5,5,2020,6,5,2020,1,33,0,1,2020-05-21,2020-05-22,(0-15) Days,1,ASSOCIAT corporation,1930861539.0
7573,100015557,Lorem,2020,3018.93,15,4,19,5,5,2020,4,5,2020,1,15,0,1,2020-05-19,2020-05-20,(0-15) Days,1,BI foundation,1930855186.0
7574,200769623,Lorem,2020,637.23,15,2,17,5,5,2020,2,5,2020,1,28,0,1,2020-05-17,2020-05-18,(0-15) Days,1,WAL-MAR us,1930847029.0
7575,200793513,Lorem,2020,105667.45,15,25,9,3,4,2020,25,3,2020,1,15,0,1,2020-04-09,2020-04-10,(0-15) Days,1,KROGER llc,1930700706.0
7576,200704045,Lorem,2020,8546.98,15,4,19,5,5,2020,4,5,2020,1,15,0,1,2020-05-19,2020-05-20,(0-15) Days,1,RA co,1930857884.0
7577,200148860,Lorem,2020,51239.66,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,DOLLA us,1930859315.0
7578,200769623,Lorem,2020,3622.84,15,6,21,4,4,2020,6,4,2020,1,28,0,1,2020-04-21,2020-04-22,(0-15) Days,1,WAL-MAR associates,1930751275.0
7579,200707822,Lorem,2020,86504.48,15,16,1,4,5,2020,16,4,2020,1,15,0,1,2020-05-01,2020-05-02,(0-15) Days,1,PUBLI in,1930794781.0
7580,200759878,Lorem,2020,28917.25,15,8,23,3,3,2020,8,3,2020,1,28,0,1,2020-03-23,2020-03-24,(0-15) Days,1,SA co,1930620297.0
7581,200769623,Lorem,2020,1991.84,15,1,16,4,4,2020,1,4,2020,1,28,0,1,2020-04-16,2020-04-17,(0-15) Days,1,WAL-MAR llc,1930724808.0
7582,200152991,Lorem,2020,1515.06,20,1,21,4,4,2020,1,4,2020,1,22,0,1,2020-04-21,2020-04-22,(0-15) Days,1,JET corp,1930729567.0
7583,200793830,Lorem,2020,16756.67,15,20,5,4,5,2020,20,4,2020,1,15,0,1,2020-05-05,2020-05-06,(0-15) Days,1,M associates,1930803830.0
7584,200769369,Lorem,2020,1442.16,15,13,28,3,3,2020,13,3,2020,1,15,0,1,2020-03-28,2020-03-29,(0-15) Days,1,DI ,1930643141.0
7585,200881076,Lorem,2020,13335.97,65,16,20,3,5,2020,16,3,2020,1,27,0,-21,2020-05-20,2020-04-29,(< 0) Days,0,ALBERT trust,1930652966.0
7586,200704858,Lorem,2020,77803.08,15,23,8,4,5,2020,23,4,2020,1,15,0,1,2020-05-08,2020-05-09,(0-15) Days,1,WAKE systems,1930815499.0
7587,200769623,Lorem,2020,3270.04,15,29,14,4,5,2020,29,4,2020,1,28,0,1,2020-05-14,2020-05-15,(0-15) Days,1,WAL-MAR associates,1930833252.0
7588,200769623,Lorem,2020,15408.51,15,18,2,3,4,2020,18,3,2020,1,28,0,1,2020-04-02,2020-04-03,(0-15) Days,1,WAL-MAR trust,1930661284.0
7589,200769623,Lorem,2020,744.68,15,14,29,3,3,2020,14,3,2020,1,28,0,1,2020-03-29,2020-03-30,(0-15) Days,1,WAL-MAR systems,1930647630.0
7590,200744019,Lorem,2020,21024.5,15,7,22,5,5,2020,7,5,2020,1,15,0,1,2020-05-22,2020-05-23,(0-15) Days,1,TARG associates,1930876651.0
7591,200769623,Lorem,2020,35954.58,15,6,21,4,4,2020,6,4,2020,1,28,0,1,2020-04-21,2020-04-22,(0-15) Days,1,WAL-MAR corp,1930757650.0
7592,200769623,Lorem,2020,33892.0,15,6,21,5,5,2020,6,5,2020,1,28,0,1,2020-05-21,2020-05-22,(0-15) Days,1,WAL-MAR ,1930860085.0
7593,200769623,Lorem,2020,62393.6,15,16,31,3,3,2020,16,3,2020,1,28,0,1,2020-03-31,2020-04-01,(0-15) Days,1,WAL-MAR co,1930654350.0
7594,140104409,Lorem,2020,63743.76,10,24,3,3,4,2020,24,3,2020,0,4,0,10,2020-04-03,2020-04-13,(0-15) Days,1,LOB co,2960625140.0
7595,200726979,Lorem,2020,441.41,15,15,30,3,3,2020,15,3,2020,1,15,0,1,2020-03-30,2020-03-31,(0-15) Days,1,BJ'S  corp,1930652734.0
7596,200769623,Lorem,2020,60850.96,15,7,22,4,4,2020,7,4,2020,1,28,0,1,2020-04-22,2020-04-23,(0-15) Days,1,WAL-MAR corporation,1930751621.0
7597,200729942,Lorem,2020,5611.83,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,SA ,1930692846.0
7598,200786288,Lorem,2020,14442.29,15,17,2,4,5,2020,17,4,2020,1,20,0,1,2020-05-02,2020-05-03,(0-15) Days,1,FAMILY co,1930794559.0
7599,200759878,Lorem,2020,18900.99,15,17,1,3,4,2020,17,3,2020,1,28,0,1,2020-04-01,2020-04-02,(0-15) Days,1,SA trust,1930655208.0
7600,200744019,Lorem,2020,40.77,15,3,18,4,4,2020,3,4,2020,1,15,0,1,2020-04-18,2020-04-19,(0-15) Days,1,TARG associates,1930734856.0
7601,200754118,Lorem,2020,31.44,15,1,16,4,4,2020,6,5,2020,1,31,0,1,2020-04-16,2020-04-17,(0-15) Days,1,ARMY trust,1930861274.0
7602,200762301,Lorem,2020,87341.67,15,3,18,3,3,2020,3,3,2020,1,20,0,1,2020-03-18,2020-03-19,(0-15) Days,1,C&S WH ,1930586319.0
7603,200741174,Lorem,2020,26733.51,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,M B  associates,1930684585.0
7604,200761734,Lorem,2020,60382.61,15,9,24,3,3,2020,9,3,2020,1,15,0,1,2020-03-24,2020-03-25,(0-15) Days,1,H E BUT ,1930624779.0
7605,200786288,Lorem,2020,14697.36,15,6,21,3,3,2020,6,3,2020,1,20,0,1,2020-03-21,2020-03-22,(0-15) Days,1,FAMILY llc,1930605096.0
7606,200769623,Lorem,2020,8770.79,15,10,25,3,3,2020,10,3,2020,1,28,0,1,2020-03-25,2020-03-26,(0-15) Days,1,WAL-MAR ,1930622162.0
7607,200726979,Lorem,2020,1011.6,15,28,12,3,4,2020,28,3,2020,1,15,0,1,2020-04-12,2020-04-13,(0-15) Days,1,BJ'S  llc,1930711055.0
7608,200707822,Lorem,2020,80795.12,15,18,2,3,4,2020,18,3,2020,1,15,0,1,2020-04-02,2020-04-03,(0-15) Days,1,PUBLI corporation,1930667161.0
7609,200803720,Lorem,2020,132.72,23,16,8,3,4,2020,24,3,2020,1,32,0,1,2020-04-08,2020-04-09,(0-15) Days,1,DEC ,1930692429.0
7610,200794332,Lorem,2020,20806.38,15,28,13,4,5,2020,28,4,2020,1,17,0,1,2020-05-13,2020-05-14,(0-15) Days,1,COST corporation,1930828293.0
7611,200076137,Lorem,2020,22087.8,15,3,18,3,3,2020,3,3,2020,1,15,0,1,2020-03-18,2020-03-19,(0-15) Days,1,OLLIE ,1930587082.0
7612,200769623,Lorem,2020,455.84,15,24,9,4,5,2020,24,4,2020,1,28,0,1,2020-05-09,2020-05-10,(0-15) Days,1,WAL-MAR corporation,1930817249.0
7613,200769623,Lorem,2020,43288.1,15,1,16,3,3,2020,1,3,2020,1,28,0,1,2020-03-16,2020-03-17,(0-15) Days,1,WAL-MAR ,1930585358.0
7614,200769623,Lorem,2020,65741.93,15,3,18,5,5,2020,3,5,2020,1,28,0,1,2020-05-18,2020-05-19,(0-15) Days,1,WAL-MAR systems,1930848771.0
7615,200752302,Lorem,2020,50847.51,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,KROGER associates,1930690216.0
7616,140106408,Lorem,2020,42007.8798,10,4,14,4,4,2020,4,4,2020,0,4,0,10,2020-04-14,2020-04-24,(0-15) Days,1,WAL-M us,2960625190.0
7617,200726979,Lorem,2020,159.12,15,3,18,4,4,2020,3,4,2020,1,15,0,1,2020-04-18,2020-04-19,(0-15) Days,1,BJ'S  corp,1930774718.0
7618,200776463,Lorem,2020,30222.99,15,5,20,4,4,2020,5,4,2020,1,15,0,1,2020-04-20,2020-04-21,(0-15) Days,1,KROGE corp,1930749470.0
7619,200732755,Lorem,2020,48722.54,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,KROGER systems,1930686775.0
